Admin_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,87106,AMCR,FALSE,FALSE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,94257,INBU,FALSE,TRUE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Yellow Warbler,Setophaga petechia,773778,YEWA,FALSE,FALSE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,82737,MODO,FALSE,FALSE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0036,Forest,2018,22-05-2018,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,84790,FISP,FALSE,TRUE,19.89999962,79.40000153,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,84865,RBWO,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,87184,EABL,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,84936,DOWO,FALSE,TRUE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,84781,CHSP,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Baltimore Oriole,Icterus galbula,93655,BAOR,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0082,Forest,2018,22-05-2018,06:02:00,06:12:00,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,85791,GCFL,FALSE,FALSE,20.79999924,72.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,84790,FISP,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,94257,INBU,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,82737,MODO,FALSE,FALSE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,84790,FISP,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,84781,CHSP,FALSE,FALSE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,83803,EATO,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,84790,FISP,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,88038,BGGN,FALSE,FALSE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,88296,CEDW,FALSE,FALSE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0078,Forest,2018,22-05-2018,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,83803,EATO,FALSE,TRUE,21.70000076,75.80000305,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,86252,BLJA,FALSE,FALSE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,87184,EABL,FALSE,FALSE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,95300,AMGO,FALSE,FALSE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 min,Visualization,Unknown,TRUE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,88296,CEDW,FALSE,FALSE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,84790,FISP,FALSE,TRUE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,94257,INBU,FALSE,TRUE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,93613,RWBL,FALSE,FALSE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0025,Forest,2018,23-05-2018,08:28:00,08:38:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,88394,NOMO,FALSE,FALSE,28.5,66,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Male,Pileated Woodpecker,Dryocopus pileatus,84833,PIWO,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Undetermined,Pileated Woodpecker,Dryocopus pileatus,84833,PIWO,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Brown-headed Cowbird,Molothrus ater,94215,BHCO,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,84790,FISP,FALSE,TRUE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,85846,EAWP,FALSE,TRUE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,88296,CEDW,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,88038,BGGN,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,ANTI 1,ANTI-0052,Forest,2018,23-05-2018,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,94215,BHCO,FALSE,FALSE,27.5,62.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,88296,CEDW,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,88350,CARW,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Chickadee,Poecile carolinensis,265876,CACH,FALSE,TRUE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,266957,ETTI,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,94228,NOCA,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,84865,RBWO,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,93587,REVI,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,87184,EABL,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,ANTI 1,ANTI-0072,Forest,2018,23-05-2018,10:01:00,10:11:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,263793,UNCH,FALSE,FALSE,26.10000038,61.20000076,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
